Global Company Key,Data Date,Fiscal Year,Fiscal Quarter,Industry Format,Level of Consolidation - Company Interim Descriptor,Population Source,Data Format,Ticker Symbol,Company Name,ISO Currency Code,Calendar Data Year and Quarter,Fiscal Data Year and Quarter,Active/Inactive Status Marker,Market Value - Total
012141,2009-09-30,2010,1,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2009Q3,2010Q1,A,228908
012141,2009-12-31,2010,2,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2009Q4,2010Q2,A,268559.28
012141,2010-03-31,2010,3,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2010Q1,2010Q3,A,256617.075
012141,2010-06-30,2010,4,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2010Q2,2010Q4,A,199450.68
012141,2010-09-30,2011,1,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2010Q3,2011Q1,A,209683.38
012141,2010-12-31,2011,2,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2010Q4,2011Q2,A,234527.73
012141,2011-03-31,2011,3,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2011Q1,2011Q3,A,214063.09
012141,2011-06-30,2011,4,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2011Q2,2011Q4,A,217776
012141,2011-09-30,2012,1,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2011Q3,2012Q1,A,209324.9
012141,2011-12-31,2012,2,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2011Q4,2012Q2,A,217596.72
012141,2012-03-31,2012,3,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2012Q1,2012Q3,A,270942
012141,2012-06-30,2012,4,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2012Q2,2012Q4,A,256374.79
012141,2012-09-30,2013,1,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2012Q3,2013Q1,A,250638.72
012141,2012-12-31,2013,2,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2012Q4,2013Q2,A,223667.0278
012141,2013-03-31,2013,3,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2013Q1,2013Q3,A,238823.145
012141,2013-06-30,2013,4,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2013Q2,2013Q4,A,287690.76
012141,2013-09-30,2014,1,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2013Q3,2014Q1,A,277754.88
012141,2013-12-31,2014,2,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2013Q4,2014Q2,A,310503
012141,2014-03-31,2014,3,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2014Q1,2014Q3,A,338577.4
012141,2014-06-30,2014,4,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2014Q2,2014Q4,A,343566.3
012141,2014-09-30,2015,1,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2014Q3,2015Q1,A,382701.8
012141,2014-12-31,2015,2,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2014Q4,2015Q2,A,381726.1
012141,2015-03-31,2015,3,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2015Q1,2015Q3,A,329834.015
012141,2015-06-30,2015,4,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2015Q2,2015Q4,A,354392.05
012141,2015-09-30,2016,1,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2015Q3,2016Q1,A,353460.36
012141,2015-12-31,2016,2,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2015Q4,2016Q2,A,439679
012141,2016-03-31,2016,3,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2016Q1,2016Q3,A,434660.1
012141,2016-06-30,2016,4,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2016Q2,2016Q4,A,399535.36
012141,2016-09-30,2017,1,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2016Q3,2017Q1,A,448358.4
012141,2016-12-31,2017,2,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2016Q4,2017Q2,A,480342.2
012141,2017-03-31,2017,3,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2017Q1,2017Q3,A,508636.78
012141,2017-06-30,2017,4,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2017Q2,2017Q4,A,531312.44
012141,2017-09-30,2018,1,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2017Q3,2018Q1,A,575062.8
012141,2017-12-31,2018,2,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2017Q4,2018Q2,A,659085.7
012141,2018-03-31,2018,3,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2018Q1,2018Q3,A,701866.3
012141,2018-06-30,2018,4,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2018Q2,2018Q4,A,757028.97
012141,2018-09-30,2019,1,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2018Q3,2019Q1,A,878361.6
012141,2018-12-31,2019,2,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2018Q4,2019Q2,A,780362.31
012141,2019-03-31,2019,3,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2019Q1,2019Q3,A,904128.04
012141,2019-06-30,2019,4,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2019Q2,2019Q4,A,1023856.28
012141,2019-09-30,2020,1,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2019Q3,2020Q1,A,1061355.02
012141,2019-12-31,2020,2,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2019Q4,2020Q2,A,1200254.7
012141,2020-03-31,2020,3,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2020Q1,2020Q3,A,1197018.9
012141,2020-06-30,2020,4,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2020Q2,2020Q4,A,1540774.21
012141,2020-09-30,2021,1,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2020Q3,2021Q1,A,1590936.12
012141,2020-12-31,2021,2,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2020Q4,2021Q2,A,1678381.32
012141,2021-03-31,2021,3,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2021Q1,2021Q3,A,1776291.18
012141,2021-06-30,2021,4,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2021Q2,2021Q4,A,2036897.1
012141,2021-09-30,2022,1,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2021Q3,2022Q1,A,2117219.2
012141,2021-12-31,2022,2,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2021Q4,2022Q2,A,2522400
012141,2022-03-31,2022,3,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2022Q1,2022Q3,A,2307083.73
012141,2022-06-30,2022,4,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2022Q2,2022Q4,A,1916979.12
012141,2022-09-30,2023,1,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2022Q3,2023Q1,A,1736735.3
012141,2022-12-31,2023,2,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2022Q4,2023Q2,A,1785939.54
012141,2023-03-31,2023,3,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,2023Q1,2023Q3,A,2144087.1
064768,2008-03-31,2008,1,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2008Q1,2008Q1,A,29732.1
064768,2008-06-30,2008,2,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2008Q2,2008Q2,A,31238.58
064768,2008-09-30,2008,3,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2008Q3,2008Q3,A,31214.04
064768,2008-12-31,2008,4,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2008Q4,2008Q4,A,21947.84
064768,2009-03-31,2009,1,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2009Q1,2009Q1,A,31505.76
064768,2009-06-30,2009,2,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2009Q2,2009Q2,A,36141.12
064768,2009-09-30,2009,3,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2009Q3,2009Q3,A,40424.88
064768,2009-12-31,2009,4,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2009Q4,2009Q4,A,59726.88
064768,2010-03-31,2010,1,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2010Q1,2010Q1,A,60553.42
064768,2010-06-30,2010,2,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2010Q2,2010Q2,A,48948.48
064768,2010-09-30,2010,3,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2010Q3,2010Q3,A,70519.94
064768,2010-12-31,2010,4,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2010Q4,2010Q4,A,81180
064768,2011-03-31,2011,1,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2011Q1,2011Q1,A,81418.76
064768,2011-06-30,2011,2,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2011Q2,2011Q2,A,92838.46
064768,2011-09-30,2011,3,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2011Q3,2011Q3,A,98384.65
064768,2011-12-31,2011,4,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2011Q4,2011Q4,A,78760.5
064768,2012-03-31,2012,1,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2012Q1,2012Q1,A,91129.5
064768,2012-06-30,2012,2,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2012Q2,2012Q2,A,103214.2
064768,2012-09-30,2012,3,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2012Q3,2012Q3,A,115206.96
064768,2012-12-31,2012,4,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2012Q4,2012Q4,A,113894.98
064768,2013-03-31,2013,1,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2013Q1,2013Q1,A,121252.95
064768,2013-06-30,2013,2,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2013Q2,2013Q2,A,126904.33
064768,2013-09-30,2013,3,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2013Q3,2013Q3,A,143189.12
064768,2013-12-31,2013,4,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2013Q4,2013Q4,A,183044.61
064768,2014-03-31,2014,1,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2014Q1,2014Q1,A,154727.9
064768,2014-06-30,2014,2,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2014Q2,2014Q2,A,150048.36
064768,2014-09-30,2014,3,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2014Q3,2014Q3,A,149289.72
064768,2014-12-31,2014,4,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2014Q4,2014Q4,A,144312.75
064768,2015-03-31,2015,1,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2015Q1,2015Q1,A,173398.6
064768,2015-06-30,2015,2,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2015Q2,2015Q2,A,203154.12
064768,2015-09-30,2015,3,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2015Q3,2015Q3,A,240076.41
064768,2015-12-31,2015,4,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2015Q4,2015Q4,A,318344.19
064768,2016-03-31,2016,1,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2016Q1,2016Q1,A,280198.08
064768,2016-06-30,2016,2,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2016Q2,2016Q2,A,339203.88
064768,2016-09-30,2016,3,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2016Q3,2016Q3,A,397722.25
064768,2016-12-31,2016,4,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2016Q4,2016Q4,A,357687.99
064768,2017-03-31,2017,1,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2017Q1,2017Q1,A,423766.12
064768,2017-06-30,2017,2,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2017Q2,2017Q2,A,464640
064768,2017-09-30,2017,3,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2017Q3,2017Q3,A,463370.7
064768,2017-12-31,2017,4,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2017Q4,2017Q4,A,566023.48
064768,2018-03-31,2018,1,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2018Q1,2018Q1,A,701959.9
064768,2018-06-30,2018,2,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2018Q2,2018Q2,A,827802.6
064768,2018-09-30,2018,3,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2018Q3,2018Q3,A,979467
064768,2018-12-31,2018,4,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2018Q4,2018Q4,A,737467.27
064768,2019-03-31,2019,1,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2019Q1,2019Q1,A,876129
064768,2019-06-30,2019,2,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2019Q2,2019Q2,A,935453.22
064768,2019-09-30,2019,3,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2019Q3,2019Q3,A,859275.45
064768,2019-12-31,2019,4,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2019Q4,2019Q4,A,920224.32
064768,2020-03-31,2020,1,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2020Q1,2020Q1,A,972910.28
064768,2020-06-30,2020,2,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2020Q2,2020Q2,A,1382168.82
064768,2020-09-30,2020,3,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2020Q3,2020Q3,A,1580662.46
064768,2020-12-31,2020,4,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2020Q4,2020Q4,A,1638235.79
064768,2021-03-31,2021,1,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2021Q1,2021Q1,A,1559416.32
064768,2021-06-30,2021,2,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2021Q2,2021Q2,A,1740720.96
064768,2021-09-30,2021,3,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2021Q3,2021Q3,A,1665515.28
064768,2021-12-31,2021,4,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2021Q4,2021Q4,A,1697179.06
064768,2022-03-31,2022,1,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2022Q1,2022Q1,A,1659314.55
064768,2022-06-30,2022,2,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2022Q2,2022Q2,A,1081536.43
064768,2022-09-30,2022,3,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2022Q3,2022Q3,A,1152374
064768,2022-12-31,2022,4,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2022Q4,2022Q4,A,860328
064768,2023-03-31,2023,1,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,2023Q1,2023Q1,A,1059548.82
160329,2008-03-31,2008,1,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2008Q1,2008Q1,A,138186.0103
160329,2008-06-30,2008,2,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2008Q2,2008Q2,A,165429.0643
160329,2008-09-30,2008,3,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2008Q3,2008Q3,A,125998.3852
160329,2008-12-31,2008,4,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2008Q4,2008Q4,A,96944.8221
160329,2009-03-31,2009,1,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2009Q1,2009Q1,A,109903.7737
160329,2009-06-30,2009,2,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2009Q2,2009Q2,A,133400.351
160329,2009-09-30,2009,3,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2009Q3,2009Q3,A,157152.2198
160329,2009-12-31,2009,4,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2009Q4,2009Q4,A,197012.2846
160329,2010-03-31,2010,1,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2010Q1,2010Q1,A,180499.5509
160329,2010-06-30,2010,2,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2010Q2,2010Q2,A,141766.8544
160329,2010-09-30,2010,3,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2010Q3,2010Q3,A,167850.0449
160329,2010-12-31,2010,4,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2010Q4,2010Q4,A,190843.155
160329,2011-03-31,2011,1,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2011Q1,2011Q1,A,189011.2385
160329,2011-06-30,2011,2,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2011Q2,2011Q2,A,163392.6218
160329,2011-09-30,2011,3,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2011Q3,2011Q3,A,166747.8053
160329,2011-12-31,2011,4,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2011Q4,2011Q4,A,209849.6805
160329,2012-03-31,2012,1,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2012Q1,2012Q1,A,208983.9634
160329,2012-06-30,2012,2,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2012Q2,2012Q2,A,189650.4061
160329,2012-09-30,2012,3,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2012Q3,2012Q3,A,247892.484
160329,2012-12-31,2012,4,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2012Q4,2012Q4,A,233420.545
160329,2013-03-31,2013,1,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2013Q1,2013Q1,A,262882.5815
160329,2013-06-30,2013,2,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2013Q2,2013Q2,A,293281.1796
160329,2013-09-30,2013,3,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2013Q3,2013Q3,A,292691.4579
160329,2013-12-31,2013,4,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2013Q4,2013Q4,A,376370.2807
160329,2014-03-31,2014,1,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2014Q1,2014Q1,A,375847.3218
160329,2014-06-30,2014,2,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2014Q2,2014Q2,A,391492.1299
160329,2014-09-30,2014,3,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2014Q3,2014Q3,A,394755.6564
160329,2014-12-31,2014,4,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2014Q4,2014Q4,A,359263.2864
160329,2015-03-31,2015,1,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2015Q1,2015Q1,A,375847.7666
160329,2015-06-30,2015,2,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2015Q2,2015Q2,A,363475.4964
160329,2015-09-30,2015,3,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2015Q3,2015Q3,A,428655.1849
160329,2015-12-31,2015,4,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2015Q4,2015Q4,A,528168.4352
160329,2016-03-31,2016,1,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2016Q1,2016Q1,A,517784.507
160329,2016-06-30,2016,2,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2016Q2,2016Q2,A,479246.4818
160329,2016-09-30,2016,3,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2016Q3,2016Q3,A,544870.0784
160329,2016-12-31,2016,4,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2016Q4,2016Q4,A,540659.3335
160329,2017-03-31,2017,1,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2017Q1,2017Q1,A,580433.6078
160329,2017-06-30,2017,2,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2017Q2,2017Q2,A,636867.9743
160329,2017-09-30,2017,3,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2017Q3,2017Q3,A,671425.1183
160329,2017-12-31,2017,4,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2017Q4,2017Q4,A,729439.0252
160329,2018-03-31,2018,1,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2018Q1,2018Q1,A,718886.2188
160329,2018-06-30,2018,2,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2018Q2,2018Q2,A,781114.0973
160329,2018-09-30,2018,3,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2018Q3,2018Q3,A,835310.7785
160329,2018-12-31,2018,4,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2018Q4,2018Q4,A,723558.7085
160329,2019-03-31,2019,1,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2019Q1,2019Q1,A,816433.2446
160329,2019-06-30,2019,2,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2019Q2,2019Q2,A,750859.6049
160329,2019-09-30,2019,3,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2019Q3,2019Q3,A,842955.1365
160329,2019-12-31,2019,4,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2019Q4,2019Q4,A,921138.3192
160329,2020-03-31,2020,1,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2020Q1,2020Q1,A,795031.5309
160329,2020-06-30,2020,2,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2020Q2,2020Q2,A,964510.8983
160329,2020-09-30,2020,3,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2020Q3,2020Q3,A,994596.9664
160329,2020-12-31,2020,4,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2020Q4,2020Q4,A,1183171.313
160329,2021-03-31,2021,1,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2021Q1,2021Q1,A,1386127.559
160329,2021-06-30,2021,2,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2021Q2,2021Q2,A,1650946.771
160329,2021-09-30,2021,3,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2021Q3,2021Q3,A,1774424.75
160329,2021-12-31,2021,4,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2021Q4,2021Q4,A,1917098.341
160329,2022-03-31,2022,1,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2022Q1,2022Q1,A,1835900.728
160329,2022-06-30,2022,2,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2022Q2,2022Q2,A,1427553.329
160329,2022-09-30,2022,3,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2022Q3,2022Q3,A,1243730.65
160329,2022-12-31,2022,4,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2022Q4,2022Q4,A,1136668.27
160329,2023-03-31,2023,1,INDL,C,D,STD,GOOGL,ALPHABET INC,USD,2023Q1,2023Q1,A,1321244.98
179534,2008-03-31,2008,2,INDL,C,D,STD,V,VISA INC,USD,2008Q1,2008Q2,A,52719.5182
179534,2008-06-30,2008,3,INDL,C,D,STD,V,VISA INC,USD,2008Q2,2008Q3,A,62950.5459
179534,2008-09-30,2008,4,INDL,C,D,STD,V,VISA INC,USD,2008Q3,2008Q4,A,47494.8174
179534,2008-12-31,2009,1,INDL,C,D,STD,V,VISA INC,USD,2008Q4,2009Q1,A,44371.4937
179534,2009-03-31,2009,2,INDL,C,D,STD,V,VISA INC,USD,2009Q1,2009Q2,A,47043.9384
179534,2009-06-30,2009,3,INDL,C,D,STD,V,VISA INC,USD,2009Q2,2009Q3,A,47041.4137
179534,2009-09-30,2009,4,INDL,C,D,STD,V,VISA INC,USD,2009Q3,2009Q4,A,58465.4014
179534,2009-12-31,2010,1,INDL,C,D,STD,V,VISA INC,USD,2009Q4,2010Q1,A,64693.1125
179534,2010-03-31,2010,2,INDL,C,D,STD,V,VISA INC,USD,2010Q1,2010Q2,A,67060.7086
179534,2010-06-30,2010,3,INDL,C,D,STD,V,VISA INC,USD,2010Q2,2010Q3,A,59359.25
179534,2010-09-30,2010,4,INDL,C,D,STD,V,VISA INC,USD,2010Q3,2010Q4,A,53910.9035
179534,2010-12-31,2011,1,INDL,C,D,STD,V,VISA INC,USD,2010Q4,2011Q1,A,50180.8696
179534,2011-03-31,2011,2,INDL,C,D,STD,V,VISA INC,USD,2011Q1,2011Q2,A,61104.6
179534,2011-06-30,2011,3,INDL,C,D,STD,V,VISA INC,USD,2011Q2,2011Q3,A,58188.65
179534,2011-09-30,2011,4,INDL,C,D,STD,V,VISA INC,USD,2011Q3,2011Q4,A,58854.0233
179534,2011-12-31,2012,1,INDL,C,D,STD,V,VISA INC,USD,2011Q4,2012Q1,A,82543.89
179534,2012-03-31,2012,2,INDL,C,D,STD,V,VISA INC,USD,2012Q1,2012Q2,A,96052
179534,2012-06-30,2012,3,INDL,C,D,STD,V,VISA INC,USD,2012Q2,2012Q3,A,100140.3
179534,2012-09-30,2012,4,INDL,C,D,STD,V,VISA INC,USD,2012Q3,2012Q4,A,108901.08
179534,2012-12-31,2013,1,INDL,C,D,STD,V,VISA INC,USD,2012Q4,2013Q1,A,100353.0843
179534,2013-03-31,2013,2,INDL,C,D,STD,V,VISA INC,USD,2013Q1,2013Q2,A,110573.8225
179534,2013-06-30,2013,3,INDL,C,D,STD,V,VISA INC,USD,2013Q2,2013Q3,A,117882.3393
179534,2013-09-30,2013,4,INDL,C,D,STD,V,VISA INC,USD,2013Q3,2013Q4,A,121930.7817
179534,2013-12-31,2014,1,INDL,C,D,STD,V,VISA INC,USD,2013Q4,2014Q1,A,141189.586
179534,2014-03-31,2014,2,INDL,C,D,STD,V,VISA INC,USD,2014Q1,2014Q2,A,135786.0854
179534,2014-06-30,2014,3,INDL,C,D,STD,V,VISA INC,USD,2014Q2,2014Q3,A,131492.9434
179534,2014-09-30,2014,4,INDL,C,D,STD,V,VISA INC,USD,2014Q3,2014Q4,A,132299.4284
179534,2014-12-31,2015,1,INDL,C,D,STD,V,VISA INC,USD,2014Q4,2015Q1,A,162051.9234
179534,2015-03-31,2015,2,INDL,C,D,STD,V,VISA INC,USD,2015Q1,2015Q2,A,160112.7892
179534,2015-06-30,2015,3,INDL,C,D,STD,V,VISA INC,USD,2015Q2,2015Q3,A,163499.0695
179534,2015-09-30,2015,4,INDL,C,D,STD,V,VISA INC,USD,2015Q3,2015Q4,A,169540.8416
179534,2015-12-31,2016,1,INDL,C,D,STD,V,VISA INC,USD,2015Q4,2016Q1,A,186572.3879
179534,2016-03-31,2016,2,INDL,C,D,STD,V,VISA INC,USD,2016Q1,2016Q2,A,182392.0661
179534,2016-06-30,2016,3,INDL,C,D,STD,V,VISA INC,USD,2016Q2,2016Q3,A,175251.3607
179534,2016-09-30,2016,4,INDL,C,D,STD,V,VISA INC,USD,2016Q3,2016Q4,A,193752.3305
179534,2016-12-31,2017,1,INDL,C,D,STD,V,VISA INC,USD,2016Q4,2017Q1,A,181149.4497
179534,2017-03-31,2017,2,INDL,C,D,STD,V,VISA INC,USD,2017Q1,2017Q2,A,205008.2931
179534,2017-06-30,2017,3,INDL,C,D,STD,V,VISA INC,USD,2017Q2,2017Q3,A,214553.0256
179534,2017-09-30,2017,4,INDL,C,D,STD,V,VISA INC,USD,2017Q3,2017Q4,A,239298.2375
179534,2017-12-31,2018,1,INDL,C,D,STD,V,VISA INC,USD,2017Q4,2018Q1,A,257324.1557
179534,2018-03-31,2018,2,INDL,C,D,STD,V,VISA INC,USD,2018Q1,2018Q2,A,268168.1233
179534,2018-06-30,2018,3,INDL,C,D,STD,V,VISA INC,USD,2018Q2,2018Q3,A,295341.4471
179534,2018-09-30,2018,4,INDL,C,D,STD,V,VISA INC,USD,2018Q3,2018Q4,A,333174.81
179534,2018-12-31,2019,1,INDL,C,D,STD,V,VISA INC,USD,2018Q4,2019Q1,A,291037.672
